,CourseCode,CourseNameEN,CourseNameFR,CourseContent,SummaryEN
652,EE-593,,,,
653,EE-596(a),Engineering internship (master in Electrical and Electronical engineering),Stage d<squote/>ingénieur (master en Génie électrique et électronique),"Within the framework of the Master<squote/>s study plan, several forms of internships are possible. If the student wants to acquire 30 credits for his internship, the following format is mandatory:",The student makes an industrial internship in a field where the electrical engineer competences are brought out.
654,EE-597(a),Engineering internship credited with master project (master in Electrical and Electronical engineering),Stage d<squote/>ingénieur crédité avec le PDM (master en Génie électrique et électronique),"Within the framework of the Master<squote/>s study plan, several forms of internships are possible. If no cerdits are requested, the following 2 formats are possible:",The student makes an industrial internship in a field where the electrical engineer competences are brought out
655,EE-598,,Advanced lab in electrical engineering,,This teaching lab provides the experimental experiences associated to courses of all MSc orientations in EE. The experiments cover all the fields belonging to EE.
656,EE-599(a),Master project in Electrical and Electronic Engineering,Projet de master en génie électrique et électronique,"The Master thesis is a personal and original work covering theoretical and practical aspects of electricity using the knowledge of the student acquired during his/her studies and enable him/her to develop deeper knowledge, understanding, capabilities and attitudes in the field of Electrical and Electronic Engineering. This project is made under the supervision of a professor of the section of Electrical and Electronic Engineering.",The student carries out an academic or industrial research project. He/she has to display the knowledge and capability required for independent work as a Master of Science in Electrical and Electronic Engineering.
657,EE-599(b),MNIS Master project for students from Grenoble,Projet de master MNIS pour étudiants de Grenoble,"The Master thesis is a personal and original work covering theoretical and practical aspects of electricity using the knowledge of the student acquired during his/her studies and enable him/her to develop deeper knowledge, understanding, capabilities and attitudes in the field of Electrical and Electronic Engineering. This project is made under the supervision of a professor of the section of Electrical and Electronic Engineering.",The student carries out an academic or industrial research project. He/she has to display the knowledge and capability required for independent work as a Master of Science in Electrical and Electronic Engineering.
658,EE-599(c),MNIS Master project for students from Torino,Projet de master MNIS pour étudiants de Turin,"The Master thesis is a personal and original work covering theoretical and practical aspects of electricity using the knowledge of the student acquired during his/her studies and enable him/her to develop deeper knowledge, understanding, capabilities and attitudes in the field of Electrical and Electronic Engineering. This project is made under the supervision of a professor of the section of Electrical and Electronic Engineering.",The student carries out an academic or industrial esearch project. He/she has to display the knowledge and capability required for independent work as a Master of Science in Electrical and Electronic Engineering.
659,EE-603,,Transient and dynamic analysis of electric power systems,"Dynamic phenomena: - Frequency range - Power system components modeling - General mathematical formulation - Transient stability: direct approach, time domain approach, ... - Small signal stability: eigenvalues, eigenvectors, participation factors, poorly damped modes, ... - Long term stability: load frequency control, automatic generation control, ... - Examples of applications Transient phenomena: - Sources of disturbances and transients in power systems. - Generalized transmission line theory for a multiconductor line - Parameters of a multiconductor transmission line - Effect of losses due to the ground finite conductivity and corona - Interaction with an external electromagnetic field - Solution methods in time and frequency domains (FDTD method and BLT equations) - Treatment of frequency dependence in a time domain algorithm - Treatment of nonlinearities in a frequency domain algorithm - Examples of application",The learning outcome is to increase the knowledge of simulation methods and the role of computers in the management and the operation of electric power systems.
660,EE-605,Statistical Sequence Processing,,"1. Introduction: Statistical (static and dynamic) pattern recognition, temporal pattern recognition problems, etc 2. Basic tools in temporal pattern modeling: Correlation, autocorrelation, linear/nonlinear AR, ARMA and ARCH modeling 3. Statistical pattern recognition: Bayes classifiers, artificial neural networks (ANNs), discriminant functions, Expectation-Maximization algorithm, dynamic programming 4. Sequence processing: discrete Markov models, hidden Markov models (HMM), autoregressive (AR)-HMM, hybrid HMM/ANN systems, parameter estimation (EM and forward-backward algorithms applied to these models) 5. Laboratory exercises: in statistical pattern recognition, autoregressive modeling, Markov models and hidden Markov models","This course discusses advanced methods extensively used for the processing, prediction, and classification of temporal (multi-dimensional and multi-channel) sequences. In this context, it also describes key links between signal processing, linear algebra, statistics and artificial neural networks."
661,EE-606,"Nanocomputing: Devices, Circuits and Architectures",,"The student will have a good overview of the novel solutions offered by the nanotechnologies. He will have an exaustive coverage starting from the technology, passing to the devices up to the architectures. One of the training goals of the course is to give to the student a scenario form which to choose a specific topic of particular interest, that will be studiedand developed for the preparation of the final Project Report. 1. State of the art: nanocomputing in ULTRA scaled CMOS: 2. Field coupled nanocomputing (FCN): 3. Nanoarray nanocomputing based on nanowires: 4. Logic in memory: 5. Alternative nanocomputing devices and architectures:","This course aims at giving the student a detailed overview of the computation circuits and systems for computations thatare expected to become the main actor in the forthcoming scenario, going beyond the ultra-scaled CMOS technologiesand focusing the attention on the emerging technologies."
662,EE-611,Linear system theory,,The course contents include the following main chapters:,The course covers control theory and design for linear time-invariant systems : (i) Mathematical descriptions of systems (ii) Multivariables realizations; (iii) Stability ; (iv) Controllability and Observability; (v) Minimal realizations and coprime fractions; (vi) Pole placement and model matching.
663,EE-612,Fundamentals in statistical pattern recognition,,"Learning outcomes: this course provides in-depth understanding in Statistical Pattern Recognition as well as concrete tools to PhD students for their work. This course could serve as a pre-requisite for more advanced courses such as Machine Learning, Graphical Models, Statistical Sequence Processing and Computational perception using multimodal sensors. 1. Introduction - Data representation - Supervised/unsupervised models (from regression and classification to probability distribution modelling) - Overview: Linear models, Principal Component Analysis (PCA), Linear Discriminant Analysis (LDA), Multi-Layered Perceptron (MLP), Support Vector Machines (SVM), k-Means, Gaussian Mixture Models (GMM) Hidden Markov Models (HMM), Session Variability Modelling (Joint Factor Analysis) and Total Variability Modelling (iVectors), Probabilistic Linear Discriminant Analysis (PLDA) - Connection to other EPFL courses - Evaluation methodologies and performance measures (precision, recall, FA, FR, EER, HTER, MSE, ROC, AUC, DCF, DET, EPC) - Hypothesis testing and statistical significance 2. Classification and regression - Application examples (digit recognition, face detection) - k-Nearest Neighbors (k-NN) - Linear Regression (univariate and multivariate) and the Gradient descent - Logistic Linear Regression - Multi-Layered Perceptron (MLP) and the BackPropagation - Support Vector Machines (SVM) 3. Dimensionality reduction and clustering - Application examples (data analysis and texture recognition) - k-Means - Principal Component Analysis (PCA) and Linear Discriminant Analysis (LDA) 4. Probability distribution modelling - Application examples (speech recognition and biometrics) - Histograms - Gaussian Mixture Models (GMM) and the Expectation-Maximisation (EM) algorithm - Hidden Markov Models (HMM)","This course provides in-depth understanding of the most fundamental algorithms in statistical pattern recognition as well as concrete tools (as source code) to PhD students for their work.It will cover regression, classification (MLP, SVM) and probability distribution modeling (k-Means, GMM, HMM)."
664,EE-613,Machine Learning for Engineers,,"Fundamentals - Notion of learning, cross validation and performance evaluation - Recalls in probability and information theory - Optimization (gradient, newton, stochastic gradient, etc.) Generative models - Directed / non-directed models, conditional independence, naive Bayesian - k-Mean, GMM, E-M - PCA and probabilistic PCA - Bayesian networks, belief propagation - HMM and extensions - Sub-space clustering Regression - Least-square + weighted least-square - GMR + GPR Discriminative models - SVMs and Kernelization (perceptron, PCA, etc.) - Perceptron, MLP, convolution networks - Decision trees Meta-algorithms - Bagging and boosting - Feature selection, regularization and sparsity","The objective of this course is to give an overview of machine learning techniques used for real-world applications, and to teach how to implement and use them in practice."
665,EE-617,"Wireless Transceivers: Radio Architectures, System and Circuit Design",,"Fundamentals Introduction to wireless communications, modulation, up- and down-conversion, FDD vs TDD systems. Receiver Architectures Low-IF vs direct-conversion, traditional vs analog-lite architectures, cognitive radio and its limitations. Receiver Impairments Thermal and flicker noise, phase noise and reciprocal mixing, intermodulation, image rejection, DC-offset, in-band drooping. Receiver RF System and Circuit Design Introduction into receiver system budgeting, receiver implementation possibilities and their challenges. Transmitter Architectures Low-IF vs direct-conversion, polar vs. Cartesian transmitters. Transmitter Impairments Out-of-band noise, distortion and adjacent channel leakage, image rejection, DC offset, in-band drooping. Transmitter RF System and Circuit Design Introduction to transmitter system budgeting, transmitter implementations and their challenges.","The students will learn about modern RF transceiver architectures used in the radio section of advanced wireless transceivers. Various architectures, RF system design and circuit implementation will be discussed."
666,EE-704,Computational perception using multimodal sensors,,"1. Perceptual modalities in computers. Vision, hearing, touch, smell. basic fusion principles. 2. Models for analyzing people. introduction to probabilistic graphical models. Basic concepts. Bayesian Networks (BNs). Learning and inference in BNs. Dynamic Bayesian Networks (DBNs). Exact and approximate inference. Examples. 3. Analyzing people. fundamental tasks. a. Representation. The problem of representation in computational perception. Global vs. local representations. Visual models for faces, heads, hands, and full-bodies (shape/appearance, exemplars, geometric models). Models and features for speech and audio processing. b. Detection and localization. Basic concepts. Detection as binary classification and as random sampling. Visual localization: skin color modeling, face localization. Audio localization: microphone arrays. Audio-visual fusion for speaker detection. c. Segmentation. Basic concepts. Visual segmentation: background subtraction. Audio segmentation: source separation, speaker turn segmentation, speaker clustering. d. Tracking. State space representation. Dynamic modeling. Human motion modeling. Multi-person tracking. Visual, audio and multimodal tracking of people. e. Recognition. Recognition tasks. Visual recognition: facial expressions, gestures, actions, interaction. Audio recognition: speech, emotion, multi-speaker events. Audio classification. Multimodal recognition: actions.","The course will cover perceptual modalities in computers, models for analyzing people (representation, detection an localization, segmentation, tracking, recognition)."
667,EE-706,Active noise control,,"Chapter I. Fundamental acoustics - Sound propagation - sound sources - interferences - refraction of sound - Guided waves in 1D (transmission lines, lumped-elements model) Chapter II. Active noise control concepts - Historics of active noise control - Feedforward active noise control - Feedback active noise control - From active noise cancellation to active sound absorption Chapter III. Electroacoustic transductions - Transductions and models (actuators, sensors, arrays of transducers) - Sound sources optimization and control Chapter IV. Transducer-based active concepts - Shunt loudspeakers - Bridging the gap between shunt loudspeakers and active sound absorption","Acoustics, electroacoustics transducers, filters design, antennas, active noise control, sound field control."
668,EE-708,Advanced topics in electromagnetic compatibility,,Common introductory topics: Other topics to be selected (non-exhaustive list):,"After a series of common introductory topics covering an introduction to electromagnetic compatibility, modeling techniques and selected chapters from EMC, each student will study a specific topic, which will be presented and discussed."
669,EE-712,Advanced microwaves for wireless communications,,,This course is intended for doctoral students using microwaves and microwave equipment during their PhD. It starts with a reminder on microwave circuit theory and continues with the main issues linked to microwaves measurement and equipment. The course includes five half days of labs.
670,EE-714,Nonlinear signal modeling and prediction,,"1. Introduction 2. Summary of linear AR and ARMA modeling 3. Nonlinear AR and ARMA modeling, polynomial models and their estimation 4. Specific nonlinear models (threshold AR, ...) 5. Neural network based modeling and prediction 6. Model selection 7. Chaos theory and applications 8. Kernel-based approaches 9. Laboratory exercises: application of nonlinear modeling/prediction to synthetic and experimental data","The literature on nonlinear signal processing has exploded, and it becomes more and more difficult to identify the most useful approaches for specific contexts. This course presents promising developments for the practical application of nonlinear signal models in various fields of engineering."
671,EE-715,Optimal control,,The course will cover the following topics: The classical problem of the calculus of variations Solution methods Optimization in the presence of uncertainty,"The objective of the course is to familiarize the students with the theoretical and numerical issues associated with optimal control problems. The course delivers two main competences, i.e., knowledge to formulate and analyze optimization problems and insights into numerical solution techniques."
672,EE-719,Digital Speech and Audio Coding,,"1. Introduction Human speech production, Music production, Auditory perception, Brief overview on information theory and coding theory. 2. Applied Signal Processing Brief overview on sampling and quantization, Discrete Fourier transform, Perfect reconstruction, Quadrature mirror filter, Modified discrete cosine transform, Stereo processing, Linear prediction (LP), Auditory filters, Auditory masking, Perceptual auditory models (Johnston<squote/>s model, MPEG models), Spectral band replication, Temporal noise shaping. 3. Speech Coding Scalar and Vector quantization, Lossless coding, Waveform and parametric coding, Vocoders, LP coders, Analysis by Synthesis and Code excited LP codec, Adaptive multi-rate (AMR). 4. Audio Coding and Emerging Trends Perceptual audio coders, MPEG-1, MPEG-2, MPEG-4, Dolby AC, Sony, AMR-WB, Generic coding. 5. Evaluation and Standardization of Audio and Speech coders Objective evaluation techniques (PESQ, PEAQ), Subjective evaluation techniques (MOS, MUSHRA, BS.1116), Standardization (ITU). 6. Laboratory Exercises Auditory perception models, Auditory filters, Estimation of masking threshold, Simple perceptual waveform coder, Objective quality evaluation techniques.",The goal of this course is to introduce the engineering students state-of-the-art speech and audio coding techniques with an emphasis on the integration of knowledge about sound production and auditory perception through signal processing techniques.
673,EE-724,Human language technology: applications to information access,,"The following technologies will be studied for each barrier to information access: 1. The quantity barrier: information retrieval, web search, document classification, topic models, learning to rank, question answering, recommender systems. 2. The crosslingual barrier: machine translation (history of the field, presentation of rule-based and of statistical systems including phrase-based and tree-based ones, domain adaptation, the use of syntax and semantics), methods for text alignment, issues and metrics for MT evaluation, cross-language information retrieval. 3. The subjective barrier: sentiment analysis, subjectivity detection, analysis of human exchanges (spoken or written) for information access, search within multimedia archives. 4. Conclusion on the bases of HLT research: defining a problem, building reference data, finding features for machine learning algorithms, training the algorithms, evaluating and analyzing the performance.","The HLT course introduces applications of human language technology focusing on accessing text information across three types of barriers: the quantity barrier (large repositories), the cross-lingual barrier, and the subjective barrier (human interactions)."
674,EE-726,Sparse stochastic processes,,"Mastery of the continuous-domain theory of Gaussian and non-Gaussian stochastic processes and of the corresponding mathematical machinery: - Generalized functions, (fractional) differential operators, Fourier multipliers, singular integrals - Innovation models and operator-based resolution of linear stochastic differential equations - Characteristic form, Lévy-Khinchine representation, functional link with splines, infinite divisibility and sparsity Representation and analysis of sparse stochastic processes: - Operator-like wavelets, decoupling using discrete operators, determination of transform-domain statistics Ability to design algorithms for the recovery of sparse signals with application to biomedical imaging: - Principled discretization of inverse problems, MAP and MMSE estimators - Specification of iterative linear reconstruction algorithms using proximal operators and efficient linear solvers Sparse stochastic processes are continuous-domain processes that admit a parsimonious representation in some matched wavelet-like basis. Such models are relevant to image compression, compressed sensing, and, more generally, to the derivation of statistical algorithms for solving ill-posed inverse problems. This course is devoted to the study of the broad family of sparse processes that are specified by a generic (non-Gaussian) innovation model or, equivalently, as solutions of linear stochastic differential equations driven by white Lévy noise. It presents the mathematical tools for their characterization. The two leading threads that underly the exposition are: * the statistical property of infinite divisibility, which induces two distinct types of behavior&#8212<semicolon/>Gaussian vs. sparse&#8212<semicolon/>at the exclusion of any other * the structural link between linear stochastic processes and spline functions which is exploited to simplify the mathematics The concepts are illustrated with the derivation of algorithms for the recovery of sparse signals, with applications to biomedical image reconstruction. In particular, this leads to a Bayesian reinterpretation of popular sparsity-promoting processing schemes&#8212<semicolon/>such as total-variation denoising, LASSO, and wavelet shrinkage&#8212<semicolon/>as MAP estimators for specific types of sparse processes. The formulation also suggests alternative recovery procedures that minimize the estimation error. The course is targeted to an audience of graduate students and researchers with an interest in signal/image processing, compressed sensing, approximation theory, machine learning, or statistics. For more details, including table of content, see http://www.sparseprocesses.org/","We cover the theory and applications of sparse stochastic processes (SSP). SSP are solutions of differential equations driven by non-Gaussian innovations. They admit a parsimonious representation in a wavelet basis and are relevant to coding, compressed sensing, and biomedical imaging."
675,EE-727,Computational Social Media,,"The course will present a human-centered view of computational social media. It uses a multidisciplinary approach and integrates concepts from media studies, multimedia information systems, machine learning, and network science to present the socio-technical fundamentals needed to understand the motivations, characterize the behavior, and analyze the content and relations of social media users and communities in sites like Twitter, Facebook, Flickr, YouTube, and Foursquare. Students will become familiar with computational approaches for classification, discovery, and prediction of individual and networked phenomena in social media. The content is organized around trends in social media, introducing computational models of general applicability. 1. Introduction. Basic theories about social media usage and participation. A brief history of social media. Networked individualism. 2. Friending. A human-centered review of Facebook research. Users, communities, and networks. The real-name web. 3. Tweeting. From random chatter to worldwide pulse. Followers, hashtags, topics, events, and network effects. Analyzing phenomena on Twitter. 4. Shooting. Photo sharing and tagging in Flickr, Pinterest, and Instagram. Media, user and community analysis enabled by photo sharing. 5. Watching. YouTube as a media phenomenon. Video blogging. Multimedia techniques (audio,video,text) to analyze social video. 6. Moving. Location-based social networks and smartphone data. Individual and network phenomena revealed by mobility data. Urban computing. 7. Crowdsourcing. Models to analyze crowdsourced tasks and workers. Uses of crowdsourcing in social media research. Crowdsourcing and social participation. 8. Protecting. Privacy and social media. Approaches for privacy preservation in social media. Limitations of existing methods. Ephemeral social media 9. Burning out. Effects of social media usage on cognition, attention, and social norms.","The course integrates concepts from media studies, machine learning, multimedia and network science to characterize social practices and analyze content in sites like Facebook, Twitter and YouTube. Students will learn computational methods to infer individual and networked phenomena in social media."
676,ENG-209,Object-oriented programming and design,Programmation et conception orientées objets,"Introduction Project presentation: general schedule, context, objectives, practical work, evaluation. Creation of 2-person groups. Introduction to C++ New and changed elements to C. First elements of object-oriented programming (from struct to class). Types and roles of classes. Elements of object-oriented design. STL containers (string, vector). Input-output streams. Exceptions. Introduction to software tools Integrated design environment Eclipse C++. Documenting with Doxygen. Data structuration with XML. Graph generation with gnuplot. Practical application (guided mini-project) Phase 1: Base infrastructure. Design of a class architecture. Implementation and testing of a generic application realizing all required mechanisms but using simple actors. Phase 2: Specialization of the application. Implementation and testing of actors specific to the application by reusing and extending the simple actors. Phase 3: Final application. Parametrization of the application to match realistic cases. Global testing and functional verification. Project presentation.","Introduction to essential elements of object-oriented programming and design with C++ from the C language learned in the first year. Application to a simulation project using open-source tools (Eclipse, doxygen, XML, gnuplot)."
677,ENG-267,Quantitative methods I,Méthodes quantitatives I,"Propagation of the variance Error types - Correlated observations - Covariances, cofactors and weights - Propagation of maximum and mean errors Conditional Adjustment Functional and stochastic models - Principle of least squares - Analysis of the results Parametric Adjustment Functional model - Linearization and iterations - Results assessment - Link with the linear regression - Selection of suitable models Combined problems Alternatives - Constraints - Combined case Applications Experiments in physics, chemistry and biology. Tunnel boring",The students treat observations affected by uncertainty in a rigorous manner. They master the main methods to adjust measurements and to estimate parameters. They apply specific models to real-world problems encountered in various experimental sciences.
678,ENG-272,,Fluid mechanics (for SIE),,This course helps students acquire basic knowledge of the main concepts and equations of fluid mechanics and develop the skills necessary to work effectively in professional engineering practice.
679,ENG-274,,Programmation Matlab,,"Introduction to scientific computing, programming, data management and data visualization with MATLAB and GNU Octave."
680,ENG-366,,"Signals, instruments, and systems",,"The goal of this course is to transmit knowledge in sensing, computing, communicating, and actuating for programmablefield instruments and, more generally, embedded systems. The student will be able to put in practice the knowledgeacquired using concrete software and hardware tools."
681,ENG-382,Construction project management,Gestion du projet d<squote/>architecture,"For stories of projects (villa, herbarium, residential buildings and administrative buildings), allow us to process the following topics: - The issues of the different relations combining the MO / pilotes / users, the representatives and the companies. - The architect<squote/>s tasks as per the SIA 102 norm. - The program, the planning and the financial prediction. - The drawing, the models, the sample and the prototype.","In the perspective of a good quality architectural work, give the different possibilities of organizing the project. The structure of managing should let the project evolve as per it<squote/>s different stages."
682,ENG-383,An introduction to the law of architecture : contracts and competition,"Droit de l<squote/>architecte, introduction : contrats et concours",1. General introduction to private and public law. 2. Introduction to public law. 3. Introduction to private law.,The subject of this class is the study of the elementary knowledge of private and public construction law and the awareness of concrete problems linked to the practice of the profession of architect.
683,ENG-400,,Water quality modeling,"Overview of principles and modelling for water quality in water bodies and the subsurface Topics to be covered will be selected from the following: water phase equilibrium reactions, reaction kinetics, precipitation and dissolution, (mineral) subsurface reactions, cation exchange, bioremediation and contamination degradation, redox reactions, inverse reaction path modelling. Modelling for prediction, diagnosis and design The public domain geochemical modelling package, PHREEQC (http://wwwbrr.cr.usgs.gov/projects/GWC_coupled/phreeqc/) will be used extensively for a variety of modelling scenarios and applications based on the reaction processes described above.","This course builds on environmental chemistry and microbiology taken in previous courses. The emphasis is on quantification using the public domain package, PHREEQC, which is an excellent computation tool. Numerous applications are investigated during the course."
684,ENG-420,,Environmental transport phenomena,Point source pollution - Introduction to turbulence - Jets and Plumes - Dispersion - Mixing in lakes and in reservoirs - Atmospheric boundary layer - Computational fluid dynamics,"The course aims at introducing basic physical aspects of molecular and turbulent diffusion, as well as of dispersion processes, their mathematical modeling, solutions and related environmental applications"
685,ENG-421,,,,
686,ENG-430,,Risk management,,"This course aims to enable students to master the methodology and associated tools to enable a modern risk management. It highlights the different actors, resources available and objectives while remaining economically and socially acceptable (sustainable)."
687,ENG-431,,Safety of chemical processes,"Thermal process safety, systematic procedure for the assessment of thermal risks, analysis of incidents Fundamental aspects of thermal safety, calorimetric methods Decomposition reactions, characterisation, autocatalytic reactions, heat accumulation conditions Safe chemical reactors: criteria for the choice of the best suited reactor type and design Technical aspects of process safety, choice of risk reducing measures Safety of physical unit operations, explosions Reliability of technical systems","The focus of the lecture is on thermal process safety, but explosion protection, design of risk reducing measures, as well as their reliability analysis are considered. While being based on theory, the lecture is oriented towards industrial practice."
688,ENG-432,Laboratory work legislation,Législation du travail au laboratoire,"Law for working with chemical substances (LChim, OChim and ORRChim) Understanding the classification system ofchemical hazards and thresolds. ex. when a compound is no more classify as flammable. Understanding labelling and Safety Data Sheet (SDS) following UNO recommandations (GHS) and EU rules (CLP Regulation) implemented in Switzerland. Special rules for chemicals classified as chemicals of concern. Foundamental protective measures for lab work and selection of protective measures. If time permits, initiation to quality process called ""Good Laboratory Practices"" (GLP)",This course is dedicated for advanced chemistry students. It aims to learn legal commitments when working with chemicals and to use safety information tools.Implementation of legal requirements in labs are discussed as well as preventive and protective measures.
689,ENG-433,Food chemistry,Chimie des denrées alimentaires,Introduction Water Lipids Carbohydrates Amino acids and proteins Essential nutrients Additives Toxic components Food control and food frauds,"Presentation of the properties, the functionality, and specific reactions of the important food constituents: water, proteins, carbohydrates, lipids, vitamins, minerals, additives and toxic components."
690,ENG-435,,Chemistry of food processes,"Major chemical reactions taking place in food processing (Maillard reaction, lipid oxidation, interactions with polyphenols) Physico-chemical changes influencing product quality (aroma, taste, colour, texture, nutritional value) The role of water in food processing and preservation (water activity, shelf-life) Selected processes used in food preparation and manufacturing, such as - Thermal processes and inactivation - Drying and water reduction - Extrusion - Separation processes - Dispersed systems",The course will deliver basic knowledge on the principles of food processing and chemical changes occurring during food manufacturing. Specific thermal processes related to transformation of food raw materials will be described along with benefits and challenges to consider.
691,ENG-436,,Food biotechnology,History of fermentation Different types of food fermentation Practical examples and benefits generated Probiotic technology Enzyme technology (general) Protease Lipases Carbohydrases Food bioprocessing (laboratory visit to be confirmed),The course will deliver basic knowledge on the principles of food fermentation and enzyme technology. Specific processes related to food raw materials and food bioprocessing will be described. The course will describe benefits that food biotechnology can bring during food manufactuing.
692,ENG-440,,Spatial statistics and analysis,,"The main objective is to make the students understand the importance of the spatial issues in environmental sciences and engineering, for example for mapping and interpolation. Presentation of different concepts and techniques devoted to spatial data."
693,ENG-445,,Building energetics,"Introduction: Heat energy flows in buildings. Occupant comfort: various types of comfort (thermal, visual, air quality) Thermal and visual Comfort: indoor/outdoor climate, parameters influencing the comfort, the equation of Fanger.Heat transfer: conduction, convection, radiation, steady state and transient conditions in the opaque and transparent elements of construction.Insulation materials: principles and types of heat and acoustic insulators. Humidity in the building: causes, consequences, migration of vapor, model of Glaser. Heat generation and distribution: heating energy (electricity, gas, district heating, fuel oil, coal, wood, heat of the environment, solar energy) - heating equipments (heat accumulators, boilers, heat exchangers, heat pumps) - heat distribution and transfer. Envelopes design: protection against humidity, noise<semicolon/> heat losses through walls and roofs. Energy performance diagnosis: energy expenditure ratio, energy signature, heat insulation, airtightness, measurement of airflow, efficiency of heat generation. Economic Optimization and choices of energy options: general methods of techno-economic optimization, free parameters and sizing criteria, the annual costs of the various options and the search for optimal configuration, interpretation of the results and final choices. Case studies - Computer aided design of envelopes and thermal equipments of buildings.",The course presents the main methodological topics of energy management in the building by emphasizing on the thermal energy requirements for the the users<squote/> comfort. The technical installations are modelled as well. Finally the economic and environmental evaluation methods are presented.
694,ENG-466,Distributed intelligent systems,Distributed intelligent systems,,The goal of this course is to provide methods and tools for modeling distributed intelligent systems as well as designing and optimizing coordination strategies. The course is a well-balanced mixture of theory and practical activities using simulation and real hardware platforms.
695,ENG-467,,Experimental design and data analysis with R,"Introduction (goal of the course, prerequisite, what is R) Two examples: The Jura Gradient Experiment and the Doubs River environmental study An introduction to basic coding in R Designing experiments and observational studies (Basic Principles, Power Analysis and Number of Replications, Some Types of Experimental Designs, Some Types of Sampling Designs for Observational Studies) Statistical models (linear models, models with quantitative explanatory variables (multiple regression), models with categorical explanatory variables (ANOVA Models), models with both quantitiative and categorical explanatory variables (ANCOVA Models)) Principles of data analysis (Hypotheses to be tested, analysis of multiple regression, analysis of variance (ANOVA), analysis of covariance (ANCOVA), including Model Checking) Analysing specific experiments: completely randomized experiment with one factor, completely randomized experiment with subsampling (Icludung mix-effect model), completely randomized experiment with repeated measurements, complete randomized blocks designs, split-plot experiments) Analysing specific observational studies (simple random sampling, systematic sampling, stratified sampling), including Principal Component Analysis and Cluster Analysis) Special Issues (model assumptions not fulfilled, unbalanced designs, pseudo-repetitions, effect size, contrasts)","Linking together the elements of a research project. Basic principles of designing experiments and observational studies. Statistical model of Multiple regressions and Analysis of variance, as special cases of the general linear model, Data analysis with the statistical software R."
696,ENG-472(a),,Project in energy management and sustainability I,During this project the student will employ the acquired skills to solve a practical problem. He will need to work with students having various bachelor backgrouds. The topics of these projects are chosen amongst the research and development activities of one of the laboratories affiliated to the Energy Management and Sustainability section. The lists of projects are available on the Web site of each of the laboratories of the Section. In the framework of this project it is possible to take part to an interdisciplinary project gathering students from other sections.,The student must work in a team on multidisciplinary projects under the responsibility of a professor. This professor is in charge of guiding the student in developing the projects and acting as advisor to choose their electives in direct link with the topic of the project.
697,ENG-472(b),,Project in energy management and sustainability II,During this project the student will employ the acquired skills to solve a practical problem. He may need to work with students having various bachelor backgrouds. The topics of these projects are chosen amongst the research and development activities of one of the laboratories affiliated to the Energy Management and Sustainability section. The lists of projects are available on the Website of each of the laboratories of the Section.,This is a continuation of the Project in energy management and sustainability I. Students must work in a team on multidisciplinary projects under the responsibility of a professor. The professor is in charge of guiding the student and acting as an advisor to enable him to choose his elective courses
698,ENG-474,Impact studies,Etudes d<squote/>impact,"Basic notions: Definitions. Swiss and European legal basis. Reference states. Procedures. Actors. Environmental communication principles. Methodology: Reference documents, stakes and pertinent fields identification, impact evaluation, calculation techniques, synthetic presentation tools. Main domains dealt with: traffic noise (OPB), emissions, immissions, etc air protection (OPAIR) major accidents risks (OPAM, succinct report landscape protection soil protection other chapters Examples and case discussion","Presentation of the bases of the environmental impact assesment (EIA), context. Assesment methodology and tools for each of the topics and chapters. Illustration with many real cases, and group work. Discussion of the limitations of EIA and new tools such as strategic envirt. studies."
699,ENG-484,The law of architecture : construction process,"Droit de l<squote/>architecte, approfondissements : la réalisation d<squote/>une construction",1. Advanced topics in public law. 2. Advanced topics in private law.,The subject of this class is the study of complementary knowledge of construction law and the advanced analyse of construction law through practical cases. Furthermore it familiarizes the students to legal reasoning and methods.
700,ENG-6012,Light sources: optical fiber and waveguide lasers,,,"Spectra of rare earth ions, Intra-ionic processes, inter ionic interaction..."
701,ENG-602,Optical fibers and fiber devices,Optical fibers and fiber devices,"materials for optical waveguides basics of optical waveguides (planar, circular) coupled mode theory waveguide technology basic devices including fiber Bragg gratings applications of optical waveguides fiber optic sensors photonic crystal fibers hands-on fiber handling, fiber and fiber Bragg grating characterization, FBG sensors","The course provides basics on optical waveguides, and components, their characterization including recent applications in telecom and sensing as well as laboratory experience on optical fiber handling and characterization."
702,ENG-606(a),Design of experiments (a) - Fall semester,Design of experiments (a) - Fall semester,Experiment analysis and planning Treatment of qualitative factors Treatment of quantitative factors Standard designs for first and second degree models,The course teaches the acquisition of a methodology of designing experiments for optimal quality of the results and of the number of experiments.
703,ENG-606(c),Design of experiments (c) - Spring semester,Design of experiments (c) - Spring semester,Experiment analysis and planning Treatment of qualitative factors Treatment of quantitative factors Standard designs for first and second degree models,The course teaches the acquisition of a methodology of designing experiments for optimal quality of the results and of the number of experiments.
704,ENG-609,Numerical Methods for Physical Properties Evaluation,,"Day 1 : How nanoscale interactions influence the macroscale properties Concept of equation of state Ideal behaviour and residual properties Corresponding state principle How equations of state are designed Review of some equations of state (virial, BWR type, cubic equations) Day 2 : Mixture properties Ideal mixture and excess properties Phase equilibria Application of equations of state to mixtures Day 3 : Excess properties for strongly nonideal mixtures Excess Gibbs free energy models :",The learning outcome is to learn the numerical methods that are used to evaluate thermophysical properties of pure components and mixtures and there applications for fluid phase changes and separation problems.
