,CourseCode1,CourseNameEN1,CourseNameFR1,CourseContent1,SummaryEN1,Relationship,CourseCode2,CourseNameEN2,CourseNameFR2,CourseContent2,SummaryEN2
193,HUM-437(b),Scientific research in all it forms II,La recherche dans tous ses états II,"Cooperative interactions and family networks For more details on the content, see the French version or the course website.","Au cours d<squote/>un travail pratique, l<squote/>étudiant aura l<squote/>occasion de s<squote/>initier à une méthode ou technique de recherche qui lui est peu familière (ex: entretien semi-directif, questionnaire, enquête de terrain, analyse conceptuelle, recherche historique, etc.).",Depends on,HUM-437(a),Scientific research in all it forms I,La recherche dans tous ses états I,"This course offers a multidisciplinary perspective on research. While addressing this topic, speakers from different faculties will shed light on their own way of practicing research.Passive knowledge of French required.","Cooperative interactions and family networks For more details on the content, see the French version or the course website."
194,HUM-440(a),,"Global perspectives, local realities I","The course focuses on current issues from both a global and a local perspective. The circulation of people, goods and ideas is used to highlight spatial and temporal dynamics. During the autumn semester students are introduced to specific themes (e.g., inequality and development, global production networks, global climate negotiations). Each theme is addressed through a lecture and critical reading of texts. One session is devoted to preparing the project in the spring semester. During the spring semester students work in groups either on topics specific to climate change in Russia or technology/manufacturing in China. Lecturers provide guidance on semester projects.","The course addresses current issues through the lenses of history, political economy, technology or geopolitics. It fosters students<squote/> critical thinking on the globalisation process by integrating different levels of analysis as well as questions of alterity and geographic diversity.",Prepares for,HUM-440(b),,"Global perspectives, local realities II","The course addresses current issues through the lenses of history, political economy, technology or geopolitics. It fosters students<squote/> critical thinking on the globalisation process by integrating different levels of analysis as well as questions of alterity and geographic diversity.",See the full description in the autumn semester course - HUM-440(a)
195,HUM-440(b),,"Global perspectives, local realities II",See the full description in the autumn semester course - HUM-440(a),"The course addresses current issues through the lenses of history, political economy, technology or geopolitics. It fosters students<squote/> critical thinking on the globalisation process by integrating different levels of analysis as well as questions of alterity and geographic diversity.",Depends on,HUM-440(a),,"Global perspectives, local realities I","The course addresses current issues through the lenses of history, political economy, technology or geopolitics. It fosters students<squote/> critical thinking on the globalisation process by integrating different levels of analysis as well as questions of alterity and geographic diversity.","The course focuses on current issues from both a global and a local perspective. The circulation of people, goods and ideas is used to highlight spatial and temporal dynamics. During the autumn semester students are introduced to specific themes (e.g., inequality and development, global production networks, global climate negotiations). Each theme is addressed through a lecture and critical reading of texts. One session is devoted to preparing the project in the spring semester. During the spring semester students work in groups either on topics specific to climate change in Russia or technology/manufacturing in China. Lecturers provide guidance on semester projects."
196,MATH-408,,Modern regression methods,"Revision of linear regession and likelihood inference Fitting algorithms for nonlinear models and related diagnostics Generalised linear model<semicolon/> exponential families<semicolon/> variance and link functions Proportion and binary responses<semicolon/> logistic regession Count data and Poisson responses<semicolon/> log-linear models Overdispersion and quasilikelihood<semicolon/> estimating functions Mixed models, random effects, generalised additive models and penalized regression","A second course on regression modelling, dealing with nonlinear effects of explanatory variables, and non-normal and dependent response variables.",Depends on,MATH-230,Probability,Probabilités,"This course is an introduction to probability theory for student in the Mathematics section. Starting from the axioms of the theory, the course presents the concepts of combinatorial analysis, the notions of discrete and continuous random variables and vectors, and the basic limit theorems.",1. Axioms of probability theory Outcome set and events. Axioms for calculating probabilities. 2. Combinatorics Equiprobability. Basic formulas. Generating functions. 3. Conditional probability and independence Bayes: formula. Independence. 4. Random variables (RV) Definition. Distribution function. Discrete RVs. Main discrete distributions. Distribution of a function of a RV. Expectation and variance of a RV. 5. Continuous random variables Uniform and Gaussian RVs. Other continuous distributions. 6. Moments Moments of univariate and bivariate RVs. Moment generating function. 7. Random vectors Definition. Independence of RVs. Sums of independent RVs. Correlation. Multivariate Normal distribution. Marginal distribution. Conditional distributions. Conditional expectation. 8. Limit theorems Law of large numbers. Central limit theorem. Inequalities. Convergences.
197,MATH-408,,Modern regression methods,"Revision of linear regession and likelihood inference Fitting algorithms for nonlinear models and related diagnostics Generalised linear model<semicolon/> exponential families<semicolon/> variance and link functions Proportion and binary responses<semicolon/> logistic regession Count data and Poisson responses<semicolon/> log-linear models Overdispersion and quasilikelihood<semicolon/> estimating functions Mixed models, random effects, generalised additive models and penalized regression","A second course on regression modelling, dealing with nonlinear effects of explanatory variables, and non-normal and dependent response variables.",Depends on,MATH-240,Statistics,Statistique,This course provides an introduction to the mathematical treatment of the theory of statistical inference using the concept of likelihood as a unifying theme.,"Probability models, random variables, data, and parameters. Basic limit theorems of probability and their combination. Problems of statistical inference: point estimation, interval estimation, testing. Statistics and their performance criteria (consistency, concentration, bias, variance). Estimation as inverse probability and the likelihood function as a unifying theme. Sufficiency and Likelihood Principles (data reduction, Fisher-Neyman theorem). Likelihood theory of estimation (finite sample properties, relation to sufficiency and unbiasedness, Cramér-Rao bound, asymptotic optimality, examples). Other methods of point estimation (method of moments, plug-in method, examples). Likelihood theory of interval estimation (exact and asymptotic intervals, pivots) Likelihood theory of testing (Neyman-Pearson framework and lemma, likelihood ratio tests). The likelihood function revisited: the Bayesian perspective on statistics."
198,MATH-408,,Modern regression methods,"Revision of linear regession and likelihood inference Fitting algorithms for nonlinear models and related diagnostics Generalised linear model<semicolon/> exponential families<semicolon/> variance and link functions Proportion and binary responses<semicolon/> logistic regession Count data and Poisson responses<semicolon/> log-linear models Overdispersion and quasilikelihood<semicolon/> estimating functions Mixed models, random effects, generalised additive models and penalized regression","A second course on regression modelling, dealing with nonlinear effects of explanatory variables, and non-normal and dependent response variables.",Depends on,MATH-341,,Linear models,"Regression modelling is a basic tool of statistics, because it describes how one variable may depend on another. The aim of this course is to familiarize students with the basis of regression modelling, and of some related topics.","Properties of the multivariate Gaussian distribution and related quadratic forms. Gaussian linear regression: likelihood, least squares, geometrical interpretation. Distribution theory, confidence and prediction intervals. Gauss-Markov theorem. Model checking and validation: residual diagnostics, outliers and leverage points. Analysis of variance. Model selection: bias/variance tradeoff, stepwise procedures, information-based criteria. Multicollinearity and penalised estimation: ridge regression, LASSO. Robust regression and M-estimation. Other topics as time permits: logistic and Poisson regression, nonparametric regression."
199,MATH-409,,Algebraic curves and cryptography,Introduction to algebraic curves Elliptic and hyperelliptic curves Jacobians of algebraic curves Cantor arithmetic Elliptic curve discrete logarithm problem Index calculus methods for Jacobians Pairing-based cryptography,The goal of this course is to introduce basic notions from public-key cryptography based on algebraic curves over finite fields. We will introduce basic cryptographic schemes as well as discuss in-depth the discrete logarithm problem for elliptic and Jacobians of higher genus curves.,Benefits from,COM-401,,Cryptography and security,"This course introduces the basics of cryptography. We review several types of cryptographic primitives, when it is safe to use them and how to select the appropriate security parameters. We detail how they work and sketch how they can be implemented.","Ancient cryptography: Vigenère, Enigma, Vernam cipher, Shannon theory Diffie-Hellman cryptography: algebra, Diffie-Hellman, ElGamal RSA cryptography: number theory, RSA, factoring Elliptic curve cryptography: elliptic curves over a finite field, ECDH, ECIES Symmetric encryption: block ciphers, stream ciphers, exhaustive search Integrity and authentication: hashing, MAC, birthday paradox Applications to symmetric cryptography: mobile telephony, Bluetooth, WiFi Public-key cryptography: cryptosystem, digital signature Trust establishment: secure communication, trust setups Case studies: Bluetooth, TLS, SSH, PGP, biometric passport"
200,MATH-409,,Algebraic curves and cryptography,Introduction to algebraic curves Elliptic and hyperelliptic curves Jacobians of algebraic curves Cantor arithmetic Elliptic curve discrete logarithm problem Index calculus methods for Jacobians Pairing-based cryptography,The goal of this course is to introduce basic notions from public-key cryptography based on algebraic curves over finite fields. We will introduce basic cryptographic schemes as well as discuss in-depth the discrete logarithm problem for elliptic and Jacobians of higher genus curves.,Benefits from,MATH-317,,Galois theory,"This course is in an introduction to Galois theory, which is the study of automorphism groups of field extensions. Galois theory is essential for many fields of mathematics such as number theory, algebraic geometry, topology and many more.","Ruler and compass constructions Algebraic and transcendal numbers Splitting fields, normaility and separability, soluble and simple groups Automorphis groups of algebraic extensions and the Galois correspondence Solution of polynomial equations by radical expressions and impossibility thereof for the quintic Algorithms for calculating Galois groups Construction of regular n-gons, theorem of Gauss-Wantzel"
201,MATH-409,,Algebraic curves and cryptography,Introduction to algebraic curves Elliptic and hyperelliptic curves Jacobians of algebraic curves Cantor arithmetic Elliptic curve discrete logarithm problem Index calculus methods for Jacobians Pairing-based cryptography,The goal of this course is to introduce basic notions from public-key cryptography based on algebraic curves over finite fields. We will introduce basic cryptographic schemes as well as discuss in-depth the discrete logarithm problem for elliptic and Jacobians of higher genus curves.,Benefits from,MATH-489,,Number theory in cryptography,The goal of the course is to introduce basic notions from public key cryptography (PKC) as well as basic number-theoretic methods and algorithms for cryptanalysis of protocols and schemes based on PKC.,"Basic notions and algorithms from public key cryptography such as RSA, ElGamal, key exchange protocols, zero knowledge proofs. Main topics may include, but are not limited to"
202,MATH-423,,Differential geometry of framed curves,"This course will describe the classic differential geometry of curves, tubes and ribbons, and associated coordinate systems. We will prove various classic mathematical theorems such as the Weyl-Hotelling formula for tube volumes, and the relation between Link, Twist and Writhe, which couples differential geometry and topological invariance for closed and knotted framed curves. While we will not consider applications explicitly in this course, much of the mathematical material that will be described is central in various problems of mechanics, including nanostructures and topological fluid mechanics.","The Differential Geometry of curves, tubes & ribbons",Benefits from,MATH-301,Ordinary differential equations,Equations différentielles ordinaires,"The course gives an introduction to the theory of ordinary differential equations, in particular local and global existence of solutions, asymptotic behavior, stability of fixed points and applications, such as dynamical systems or biology.",Systems of ODE - Local existence and uniqueness - Systems with constant coefficients - Poincare-Bendixson theory - Spectral theory of scalar ODE
203,MATH-475,,Mathematical physiology,The course will derive and analyse models for - enzyme kinematics - trans-membrane ion transport - wave propagation in neurones - calcium dynamics - the electrochemical action of the heart - the heart as a pump - respiration - blood cell production,The aim of the course is two fold: to bring students within reach of current research topics in physiology and to showcase methods allowing to analyse non-linear systems of differential equations.,Benefits from,MATH-301,Ordinary differential equations,Equations différentielles ordinaires,"The course gives an introduction to the theory of ordinary differential equations, in particular local and global existence of solutions, asymptotic behavior, stability of fixed points and applications, such as dynamical systems or biology.",Systems of ODE - Local existence and uniqueness - Systems with constant coefficients - Poincare-Bendixson theory - Spectral theory of scalar ODE
204,ME-331,,Solid mechanics,"This course will articulate the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes. Exact and approximate solutions to initial and boundary-value problems will be employed to analyze the stress and strain state of a finite body under different assumptions. The time/frequency dependence of viscoelastic materials will be presented. Certain constitutive models for strain and stress fields associated with permanent deformations are also analyzed.","Model the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes.",Depends on,ME-201,Mechanics of continuous media,Mécanique des milieux continus,"The student acquires the basic operations of indicial notation, orthogonal transformation, Cartesian tensors; various deformation and stress tensors; conservation laws; constitutive equations for simple fluids and solids with examples on Newtonian fluids and linear elastic solids.","The course elaborates on the generalization of rational mechanics to the continuum mechanics and deduces the conservation laws as well as the materials constitutive behaviour. The main chapters of the course cover the following points: cartesian tensors, kinematics and dynamics of continuous media, energy, constitutive laws, applications to solids and fluids."
205,ME-331,,Solid mechanics,"This course will articulate the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes. Exact and approximate solutions to initial and boundary-value problems will be employed to analyze the stress and strain state of a finite body under different assumptions. The time/frequency dependence of viscoelastic materials will be presented. Certain constitutive models for strain and stress fields associated with permanent deformations are also analyzed.","Model the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes.",Depends on,ME-232,Mechanics of structures (For GM),Mécanique des structures (pour GM),"The student acquires the basics of stress analysis and deformation of linear elastic beams subjected to traction, shear, torsion, flexure; the influence coefficients an energy method to analyze statically determined and indetermined structures; rupture criteria.","The course addresses the fundamental elements of solid and structural mechanics. The main chapters of the course cover the following points: equilibrium of riding solids and distribution of internal efforts, traction and compression, shear, torsion of circular beams, bending of beams, energy of elastic deformation, buckling of straight beams, theory of stress and criteria of rupture."
206,ME-331,,Solid mechanics,"This course will articulate the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes. Exact and approximate solutions to initial and boundary-value problems will be employed to analyze the stress and strain state of a finite body under different assumptions. The time/frequency dependence of viscoelastic materials will be presented. Certain constitutive models for strain and stress fields associated with permanent deformations are also analyzed.","Model the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes.",Prepares for,ME-432,,Fracture mechanics,The student acquires the notions of damage and fracture in different materials; the basis of energy release rate and stress intensity factor; fracture criteria; weight functions for crack opening displacements; J integral and non-linear fracture; fatigue crack propagation.,"The course presents the modern theory of fracture mechanics, stress singularities, the various fracture modes, stress intensity factors and energy release rates in linear and no-linear materials. The main chapters cover the following topics: review of the classical theories of strength and damage, singular problems in linear elasticity theory and fracture parameters, weight functions, fracture in elastoplastic materials, applications to composite materials, experimental methods in fracture mechanics."
207,ME-331,,Solid mechanics,"This course will articulate the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes. Exact and approximate solutions to initial and boundary-value problems will be employed to analyze the stress and strain state of a finite body under different assumptions. The time/frequency dependence of viscoelastic materials will be presented. Certain constitutive models for strain and stress fields associated with permanent deformations are also analyzed.","Model the behavior of elastic, viscoelastic, and inelastic solids both in the infinitesimal and finite-deformation regimes.",Prepares for,ME-473,Computational Solid and Structural Dynamics,Dynamique numérique des solides et des structures,"The student gets acquainted with the most commonly used computational methods in structural dynamics (the finite element method, mode extraction methods, the finite difference method). He will also learn how to use these techniques for solving the problems faced in practice.","Starting from the strong form associated to the problem of linear three-dimensional elastodynamics, the corresponding integral formulation and the weak form are first developed. Based upon the finite element method, the approach focuses on the development of the elemental stiffness, mass, damping, Coriolis and spin and centrifugal stiffness matrices of rotating or non-rotating, conservative or dissipative, systems. Three-dimensional solid and thin to moderately thick shell finite elements are then developed. The possible numerical problems (shear locking, hourglass modes, etc) are discussed and solutions for circumventing these difficulties are presented. In a second part, the course addresses numerically the free motion (modal analysis) of conservative structures modelled with a large number of degrees of freedom and the subspace iteration method, well adapted to this problem, is described and discussed. Finally, the forced motion (time response) of damped structures discretised with a large number of degrees of freedom is studied and the methods of Newmark, powerful for the time response by modal superposition, are presented."
208,ME-344,,Incompressible fluid mechanics,"Characteristic quantities of an incompressible flow, hydrostatic, viscous stress, dimensional analysis, Navier-Stoke equations, conservation of mass and momentum in integral and differential form, trajectories and streamlines, Bernoulli<squote/>s equation, lift and drag of a solid body, theory of reduced scale models, inviscid flows, potential flows, unsteady flows, added mass, vorticity dynamics, introduction to boundary layer concept and of turbulence.",Basic lecture in incompressible fluid mechanics,Benefits from,ME-201,Mechanics of continuous media,Mécanique des milieux continus,"The student acquires the basic operations of indicial notation, orthogonal transformation, Cartesian tensors; various deformation and stress tensors; conservation laws; constitutive equations for simple fluids and solids with examples on Newtonian fluids and linear elastic solids.","The course elaborates on the generalization of rational mechanics to the continuum mechanics and deduces the conservation laws as well as the materials constitutive behaviour. The main chapters of the course cover the following points: cartesian tensors, kinematics and dynamics of continuous media, energy, constitutive laws, applications to solids and fluids."
209,ME-344,,Incompressible fluid mechanics,"Characteristic quantities of an incompressible flow, hydrostatic, viscous stress, dimensional analysis, Navier-Stoke equations, conservation of mass and momentum in integral and differential form, trajectories and streamlines, Bernoulli<squote/>s equation, lift and drag of a solid body, theory of reduced scale models, inviscid flows, potential flows, unsteady flows, added mass, vorticity dynamics, introduction to boundary layer concept and of turbulence.",Basic lecture in incompressible fluid mechanics,Benefits from,ME-271,Fluid flow,Écoulement des fluides,"In this introductory course to the physics of fluids the student first learns to describe prototype flows and predict their behavior, by means of mass and stress balances. These methods are then generalized to more complex flows, ranging from granular flow to flames.","The objective of this class is to introduce the fundamental concepts which allow to describe and to understand the physics of fluid flow phenomena. The concepts of diffusion, advection, transport and mixing are introduced as well as the specificities of viscoelastic fluids, granular flow and flames. The approach followed is inductive and avoids the general conservation laws in favour of a case by case treatment of mass, force or energy balance in control volumes."
210,ME-373,Finite element modelling and simulation,Modélisation et simulation par éléments finis,"In this course, the student will learn the technical and methodological bases useful for the realisation of finite element studies of practical problems in solid mechanics. Through examples close to real case studies, the student will also develop a critical view of the possibilities and limitations of these numerical methods and related software. The structure of the course follows the classical approach of modelling, namely: the mathematical formulation of the finite element problem of linear statics, the physical modelling (geometry, choice of constitutive models, boundary conditions), choice of the finite element formulation, mesh generation, convergence study, solution of the problem, post-processing, analysis of the results and writing of a detailed and critical report",The objective of this course is to learn how to carry out rigorous and critical finite element analyzes of realistic problems in solid mechanics using state-of-the-art CAE software.,Benefits from,ME-372,Finite element method,Méthode des éléments finis,"In this course, the student gets acquainted with the theoretical aspects of the finite element method, the most commonly used computational technique for solving elliptic problems. He learns to apply the finite element method to simple test cases and to more complex problems faced in practice","Starting from the strong form associated to the problem of the longitudinal deformation in a uniform bar under traction and compression, the corresponding integral formulation and the weak form are first developed. The latter formulation is next discretised by means of the Galerkin method and the finite element method. Typical concepts like shape functions, classes of admissible functions, Hilbert and Sobolev spaces of functions or convergence criteria, necessary for the understanding of the approach, are briefly described, and the discrimination between natural and essential boundary conditions is discussed. The one-dimensional problem is then generalised by introducing various discontinuities (loading, section, material, etc) into the bar and the concept of higher-order finite elements is introduced. Following an approach similar to the one used for the one-dimensional problem, the course then focuses on the two-dimensional boundary-value problem of heat conduction on a surface. The corresponding weak formulation based on a scalar variable (temperature) is then approximated with two-dimensional finite elements. Lagrangian and serendipity, quadrangular and triangular, so-called master elements are developed and used for elaborating two-dimensional arbitrarily shaped finite elements (geometrically deformed finite elements). After a convergence study of the approximated solutions obtained with two-dimensional finite elements, an example of application is fully treated."
211,ME-380,Experimental methods in biomechanics,Méthodes expérimentales en biomécanique,Introduction théorique générale à la biomécanique. Formation à la sécurité en laboratoire ainsi qu<squote/>à la manipulation de tissus biologiques. Introduction à la tenue correcte d<squote/>un cahier de laboratoire. Mesures de perméabilité de différents hydrogels en fonction de leur déformation. Mesures de stabilités de vis orthopédiques dans des os (artificiels) de différentes densités. Développement de solutions pour améliorer l<squote/>ancrage de vis dans des os (artificiels) ostéoporotiques. Détermination de la corrélation entre la viscosité d<squote/>un hydrogel et la survie des cellules injectées avec ce gel à travers une aiguille de seringue. Mesure de champs de déformation dans différents ciments orthopédiques sous charge. Caractérisation des propriétés de tendon d<squote/>Achille de b&#339<semicolon/>uf et identification à différents modèles constitutifs. Développement et caractérisation d<squote/>un hydrogel composite pour le remplacement du nucléus pulposus (partie centrale d<squote/>un disque intervertébral).,The aim of this course is to allow the students to become familiar with the basic techniques to measure the mechanical properties of different musculoskeletal tissues or biomaterials used in tissue engineering.,Benefits from,ME-201,Mechanics of continuous media,Mécanique des milieux continus,"The student acquires the basic operations of indicial notation, orthogonal transformation, Cartesian tensors; various deformation and stress tensors; conservation laws; constitutive equations for simple fluids and solids with examples on Newtonian fluids and linear elastic solids.","The course elaborates on the generalization of rational mechanics to the continuum mechanics and deduces the conservation laws as well as the materials constitutive behaviour. The main chapters of the course cover the following points: cartesian tensors, kinematics and dynamics of continuous media, energy, constitutive laws, applications to solids and fluids."
212,ME-435,Aeroelasticity and fluid-structure interaction,Aéroélasticité et interaction fluide-structure,"This course will articulate the most common types of fluid-structure interactions and associated dynamic behavior: externally-induced excitation, motion-induced excitation, and instability-induced excitation. The focus however will be on flow-induced structural motion and on the onset of instabilities resulting from the latter two cases. Both discrete and continuous systems are analyzed. A number of problems of engineering interest will be presented to elucidate the perils of neglecting fluid-structure coupling and how to mitigate undesirable phenomena. Both Static and dynamic instabilities will be discussed.","Static and dynamic response of coupled fluid-structure systems as a result of extraneously-induced excitation, motion-induced excitation, and fluid-instability-induced excitation.",Depends on,ME-221,Dynamical Systems,Systèmes dynamiques,Introduction to the mathematical modeling of dynamical systems. The student learns how to linearize a nonlinear model and use the Laplace transformation for analysis purposes. He is also familiar with the representation and analysis of dynamical systems in both the time and frequency domains.,I. Mathematical modeling II. Linear systems III. Transfer function IV. Analysis of linear dynamical systems
213,ME-435,Aeroelasticity and fluid-structure interaction,Aéroélasticité et interaction fluide-structure,"This course will articulate the most common types of fluid-structure interactions and associated dynamic behavior: externally-induced excitation, motion-induced excitation, and instability-induced excitation. The focus however will be on flow-induced structural motion and on the onset of instabilities resulting from the latter two cases. Both discrete and continuous systems are analyzed. A number of problems of engineering interest will be presented to elucidate the perils of neglecting fluid-structure coupling and how to mitigate undesirable phenomena. Both Static and dynamic instabilities will be discussed.","Static and dynamic response of coupled fluid-structure systems as a result of extraneously-induced excitation, motion-induced excitation, and fluid-instability-induced excitation.",Depends on,ME-332,Mechanical vibrations,Mécanique vibratoire,"The student develops an awareness of vibration problems usually encountered by mechanical engineers. He learns to model and analyse discrete and continuous linear systems, to study their behaviour under free and forced motions and to understand some aspects of nonlinear systems.","The course first focuses on the vibratory behaviour of discrete or numerically or experimentally discretised systems. The free, forced and harmonic motion of a single-degree-of-freedom oscillator is analysed and the corresponding complex, operational and time admittance, as well as the complex response function, are extracted from the system. The two-degree-of-freedom oscillator is then studied and the coupling between the two degrees of freedom is carefully investigated. The study is generalised to the analysis of the multi-degree-of-freedom oscillator under conservative or dissipative (proportional and general viscous damping), free or forced, motion. In a second part, the course is oriented towards the vibratory behaviour of second-order continuous systems like cables under transverse vibrations, bars under longitudinal vibrations or shafts under torsional vibrations. The analysis is then extended to fourth-order continuous systems such as beams subjected to bending vibrations. Finally, the course gives a brief overview of the elementary non-linear oscillator by investigating the different sources of non-linearity, by describing the free and forced motion of the non-linear system and by discussing some solution methods of time and frequency integration."
214,ME-435,Aeroelasticity and fluid-structure interaction,Aéroélasticité et interaction fluide-structure,"This course will articulate the most common types of fluid-structure interactions and associated dynamic behavior: externally-induced excitation, motion-induced excitation, and instability-induced excitation. The focus however will be on flow-induced structural motion and on the onset of instabilities resulting from the latter two cases. Both discrete and continuous systems are analyzed. A number of problems of engineering interest will be presented to elucidate the perils of neglecting fluid-structure coupling and how to mitigate undesirable phenomena. Both Static and dynamic instabilities will be discussed.","Static and dynamic response of coupled fluid-structure systems as a result of extraneously-induced excitation, motion-induced excitation, and fluid-instability-induced excitation.",Depends on,ME-344,,Incompressible fluid mechanics,Basic lecture in incompressible fluid mechanics,"Characteristic quantities of an incompressible flow, hydrostatic, viscous stress, dimensional analysis, Navier-Stoke equations, conservation of mass and momentum in integral and differential form, trajectories and streamlines, Bernoulli<squote/>s equation, lift and drag of a solid body, theory of reduced scale models, inviscid flows, potential flows, unsteady flows, added mass, vorticity dynamics, introduction to boundary layer concept and of turbulence."
215,ME-435,Aeroelasticity and fluid-structure interaction,Aéroélasticité et interaction fluide-structure,"This course will articulate the most common types of fluid-structure interactions and associated dynamic behavior: externally-induced excitation, motion-induced excitation, and instability-induced excitation. The focus however will be on flow-induced structural motion and on the onset of instabilities resulting from the latter two cases. Both discrete and continuous systems are analyzed. A number of problems of engineering interest will be presented to elucidate the perils of neglecting fluid-structure coupling and how to mitigate undesirable phenomena. Both Static and dynamic instabilities will be discussed.","Static and dynamic response of coupled fluid-structure systems as a result of extraneously-induced excitation, motion-induced excitation, and fluid-instability-induced excitation.",Benefits from,ME-444,,Hydrodynamics,"Nondimensionalized Navier-Stokes equations result in a great variety of models (Stokes, Lubrification, Euler, Potential) depending on the Reynolds number. The concept of boundary layer enables us then to identify the different components of the hydrodynamic drag.","The objective of this class is to describe and understand hydrodynamic flows by means of physical modeling. With help of dimensional analysis of the Navier-Stokes equations, several fluid models are introduced depending on the dominant physical effects: hydrostatics, capillarity, dissipation or inertia. This approach allows to describe important concepts like lift or wave dispersion and naturally leads to the concept of boundary layer so as to understand the appearance of drag,"
216,ME-435,Aeroelasticity and fluid-structure interaction,Aéroélasticité et interaction fluide-structure,"This course will articulate the most common types of fluid-structure interactions and associated dynamic behavior: externally-induced excitation, motion-induced excitation, and instability-induced excitation. The focus however will be on flow-induced structural motion and on the onset of instabilities resulting from the latter two cases. Both discrete and continuous systems are analyzed. A number of problems of engineering interest will be presented to elucidate the perils of neglecting fluid-structure coupling and how to mitigate undesirable phenomena. Both Static and dynamic instabilities will be discussed.","Static and dynamic response of coupled fluid-structure systems as a result of extraneously-induced excitation, motion-induced excitation, and fluid-instability-induced excitation.",Benefits from,ME-445,,Aerodynamics,This course will provide the fluid dynamic background to understand how air flows around two- and three-dimensional wings and bodies and to understand the aerodynamics forces and moments acting on the objects as a result of the air flow.,INTRODUCTION: - Basic concepts - Definitions - Fundamental equations STEADY INCOMPRESSIBLE FLOW PAST WINGS AND BODIES - Potential flow - Infinite wing theory - Finite wing theory UNSTEADY AERODYNAMICS - Flapping wing flight - Rotary wing air vehicles and wind turbines APPLIED AERODYNAMICS - Flow control - Wing design
217,ME-446,,Two-phase flows and heat transfer,"1. Introduction to two-phase flow patterns (annular, mist, bubbly, stratified, etc). 2. Two-phase flow pattern maps and transition theory. 3. Homogeneous and heterogeneous flow models. 4. Film condensation (Nusselt equation, multitube models, condensation on enhanced fin geometries). 5. Convective condensation (flow pattern effects, various models and methods for plain and internally enhanced channels). 6. Fundamentals of pool boiling (nucleation, bubble dynamics, nucleate boiling, peak heat flux models, film boiling). 7. Convective boiling (heat transfer models and design methods for evaporation inside tubes and outside tube bundles). 8. Combined heat and mass transfer in phase change processes (condensation in presence of non-condensable gas and evaporation of mixtures.","This course covers the theoretical and practical analysis of two-phase flow and applications. Fundamental two-phase heat transfer in the form of condensation and boiling are studied in detail. Advanced topics such as microchannel two-phase flow, microfinned tubes and oil effects are also handled.",Benefits from,ME-341,,Heat and mass transfer,"This course covers fundamentals of heat transfer and applications to practical problems. Emphasis will be on developing a physical and analytical understanding of conductive, convective, and radiative heat transfer.","Introduction, to types of heat transfer. Conduction, radiation, convection. One-dimensional, and two dimensional steady state, conductive heat transfer. Transient conductive heat transfer. Convective heat transfer for external flows. Convective heat transfer for internal flows. Natural convection. Radiation: black bodies, grey bodies, form factors of surfaces, solar and infrared radiation. Heat exchangers: Types of heat exchangers, efficiency, thermal design methods."
218,MGT-411,,Innovation management,"The intent of this course is to provide the technology manager with a toolbox of methods for approaching different innovation projects. Depending upon the type, method or goal of the desired innovation, an effective manager can implement different systems. Each lecture, or, for more detailed subjects, each set of lectures, will function as stand-alone units. Lectures will cover Design Thinking, Open Innovation, Crowdsourcing, TRIZ, Lean Innovation, and System Modeling Language, among others. By the end of the course, the student should be able to compare and contrast the various systems and qualify why a given project might be better suited to what innovation system.","This is a collection of lectures on ""structured innovation systems,"" codified approaches to stimulating and managing the process of innovation. Some of the systems to be covered will be Design Thinking, Open Innovation, Crowdsourcing, TRIZ, Lean Innovation, and System Modeling Language.",Benefits from,MGT-414,,Technology & innovation strategy,"Students will learn core concepts that can make innovation projects more successful and profitable, and to then apply those concepts to real business cases of known successes and failures with a focus on the economic and organizational conditions that advance technological innovation by firms.","This course introduces the student to the economic foundations of strategic management, and builds on those concepts to analyze the drivers of technological change, the sources of innovation, the role of incentives, the economics of information, the protections of intellectual property, and the importance of network effects and economies of scale. Building on the core concepts, the course then examines the strategic tradeoffs made by innovating companies related to decision making under uncertainty, tolerance for failure, the development of firm-specific human capital, the development of corporate culture, the timing of first-mover advantages and disadvantages, financing decisions, and alternative modes of competition and cooperation, including technology alliances, joint ventures, and corporate venture capital. Accordingly, the course objectives are three fold: (1) to develop an understanding of how innovations emerge and gain adoption in the marketplace<semicolon/> (2) to gain insights into how firms can transform themselves into effective innovators<semicolon/> and (3) to evaluate strategies and structures that enhance venture success. The course is particularly applicable for students interested in working for, or learning about, technology-oriented companies."
